Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
33,Master's,Healthcare,2,Suburban,49,Married,Full-time,1,Rent,Single-family home,Female,Public transit,2.4996653111701828
47,Master's,Finance,5,Urban,44,Married,Full-time,4,Rent,Single-family home,Female,Car,2.500223147036528
21,Bachelor's,Others,0,Urban,40,Married,Full-time,3,Rent,Single-family home,Male,Biking,2.7707075741083127
57,Bachelor's,Others,1,Urban,25,Single,Self-employed,4,Own,Single-family home,Male,Walking,2.5010612934114507
33,High School,Finance,4,Urban,27,Married,Full-time,2,Own,Single-family home,Female,Car,2.4999447418433633
48,Bachelor's,Healthcare,0,Suburban,31,Single,Part-time,6,Rent,Apartment,Male,Car,2.534371850740571
70,Bachelor's,Education,2,Suburban,24,Married,Self-employed,7,Rent,Apartment,Female,Public transit,2.5813133634833925
59,High School,Education,2,Rural,6,Married,Self-employed,5,Own,Single-family home,Male,Public transit,2.446033180645737
42,Bachelor's,Others,5,Rural,29,Married,Part-time,3,Own,Apartment,Female,Public transit,2.497715281619938
61,Bachelor's,Healthcare,2,Suburban,30,Married,Full-time,1,Own,Apartment,Female,Public transit,2.4992026817169584
29,Master's,Technology,5,Urban,11,Single,Full-time,5,Own,Single-family home,Female,Walking,2.502471837724173
43,Master's,Healthcare,2,Urban,8,Single,Part-time,2,Own,Single-family home,Male,Public transit,2.4917705486080597
54,Bachelor's,Technology,3,Urban,33,Married,Self-employed,6,Own,Apartment,Male,Biking,2.4926411436668503
65,Bachelor's,Finance,1,Rural,2,Single,Full-time,5,Own,Townhouse,Male,Public transit,2.5024098984033487
50,Bachelor's,Technology,4,Urban,36,Single,Part-time,7,Own,Apartment,Male,Biking,2.501250291317008
45,High School,Finance,5,Urban,49,Divorced,Full-time,7,Rent,Apartment,Male,Biking,2.7355048475462147
26,High School,Technology,3,Rural,27,Married,Full-time,5,Rent,Apartment,Female,Car,2.5184798902553034
29,High School,Healthcare,1,Urban,45,Married,Part-time,4,Own,Single-family home,Male,Public transit,2.500638847864372
22,High School,Education,5,Urban,21,Single,Full-time,7,Own,Apartment,Male,Car,2.6850962307730977
69,High School,Others,0,Suburban,25,Single,Part-time,2,Own,Apartment,Female,Biking,2.627401800195004
45,High School,Healthcare,3,Suburban,18,Married,Full-time,1,Rent,Single-family home,Male,Car,2.501627996627912
52,High School,Healthcare,5,Suburban,20,Married,Full-time,7,Own,Townhouse,Male,Public transit,2.4945889624686575
22,Bachelor's,Education,3,Suburban,36,Divorced,Part-time,5,Own,Single-family home,Female,Biking,2.79953348212534
51,Doctorate,Education,3,Urban,9,Married,Full-time,5,Own,Apartment,Male,Car,2.4934297341634934
63,Master's,Technology,3,Urban,15,Single,Part-time,6,Own,Apartment,Male,Walking,2.5026507344254294
51,High School,Technology,0,Urban,23,Single,Part-time,7,Own,Apartment,Male,Public transit,2.4982829012961716
30,Bachelor's,Others,2,Suburban,24,Single,Self-employed,1,Rent,Townhouse,Female,Car,2.5014253682556085
56,Master's,Finance,3,Urban,25,Single,Full-time,1,Own,Apartment,Female,Car,2.494934054890668
59,High School,Healthcare,1,Urban,0,Married,Part-time,7,Rent,Single-family home,Female,Public transit,2.493252698126785
62,Master's,Finance,2,Urban,3,Single,Full-time,3,Own,Single-family home,Male,Car,2.4980043122940274
65,Bachelor's,Finance,0,Urban,36,Single,Full-time,3,Own,Townhouse,Female,Public transit,2.491694152317751
31,Master's,Others,4,Urban,42,Divorced,Full-time,7,Rent,Apartment,Male,Public transit,2.5221620999889596
28,Master's,Education,0,Suburban,13,Married,Full-time,5,Rent,Apartment,Female,Car,2.4811385980474814
59,Bachelor's,Education,4,Urban,23,Single,Full-time,3,Own,Single-family home,Female,Public transit,2.4923840351609057
55,Bachelor's,Finance,1,Urban,26,Single,Full-time,5,Own,Apartment,Male,Public transit,2.498867184733478
21,High School,Finance,4,Urban,42,Married,Self-employed,1,Rent,Single-family home,Male,Public transit,2.4993272475074138
70,High School,Technology,5,Urban,26,Married,Self-employed,3,Own,Apartment,Female,Biking,2.4965002161973016
50,Bachelor's,Healthcare,3,Urban,23,Married,Full-time,6,Own,Apartment,Female,Car,2.4948754259795023
24,High School,Technology,2,Urban,39,Married,Part-time,2,Own,Single-family home,Male,Public transit,2.4990570961556835
58,High School,Healthcare,5,Rural,0,Married,Full-time,2,Own,Apartment,Male,Biking,2.4988973243416774
25,Bachelor's,Healthcare,2,Suburban,38,Divorced,Self-employed,1,Rent,Single-family home,Male,Biking,2.5028380118666163
54,Master's,Education,3,Suburban,12,Single,Part-time,5,Own,Single-family home,Female,Public transit,2.6832063876879624
68,High School,Education,2,Urban,19,Married,Full-time,2,Own,Apartment,Male,Biking,2.778501199473596
27,High School,Technology,0,Suburban,37,Married,Part-time,3,Own,Single-family home,Male,Public transit,2.5034713094089107
60,Bachelor's,Education,3,Suburban,35,Single,Part-time,4,Own,Single-family home,Male,Walking,2.7946599828742116
32,Bachelor's,Healthcare,3,Rural,11,Single,Part-time,5,Rent,Apartment,Male,Car,2.753136545095932
55,High School,Healthcare,2,Urban,4,Married,Full-time,3,Rent,Apartment,Male,Car,2.5953534160476446
32,Doctorate,Healthcare,5,Urban,4,Single,Part-time,5,Own,Townhouse,Male,Biking,2.5034429355929175
22,Bachelor's,Education,4,Urban,16,Single,Full-time,6,Own,Apartment,Male,Public transit,2.7458092128210962
46,Bachelor's,Healthcare,1,Rural,37,Divorced,Full-time,6,Own,Apartment,Female,Biking,2.8308040397138967
36,High School,Healthcare,4,Urban,9,Married,Part-time,3,Rent,Apartment,Male,Walking,2.554224296306587
68,Bachelor's,Technology,0,Urban,15,Married,Part-time,7,Own,Townhouse,Female,Car,2.5032046122774845
27,Master's,Healthcare,3,Urban,23,Single,Full-time,1,Own,Single-family home,Male,Car,2.50057992526004
29,High School,Healthcare,3,Suburban,28,Married,Full-time,1,Rent,Single-family home,Female,Car,2.621433466027989
21,Bachelor's,Finance,0,Rural,13,Married,Full-time,1,Rent,Apartment,Female,Car,2.701307941570465
48,High School,Technology,1,Suburban,9,Single,Full-time,1,Own,Single-family home,Male,Walking,2.501324411709286
35,Doctorate,Others,3,Suburban,28,Single,Full-time,3,Own,Single-family home,Female,Biking,2.4944195164753666
33,High School,Technology,4,Urban,27,Single,Part-time,2,Own,Apartment,Female,Public transit,2.8302723857893386
57,Master's,Others,0,Urban,16,Single,Full-time,3,Own,Single-family home,Male,Walking,2.4958829173005594
53,Bachelor's,Healthcare,3,Suburban,4,Married,Full-time,3,Own,Single-family home,Female,Walking,2.6454605818669337
42,Bachelor's,Technology,4,Suburban,1,Single,Self-employed,4,Own,Apartment,Female,Walking,2.5211880893277083
40,Bachelor's,Technology,0,Urban,35,Single,Part-time,4,Rent,Single-family home,Female,Public transit,2.809672879005496
29,High School,Others,0,Urban,49,Married,Part-time,6,Own,Single-family home,Male,Public transit,2.4991449430761943
51,Bachelor's,Education,0,Urban,39,Married,Full-time,7,Own,Single-family home,Female,Car,2.4988370331581327
53,Bachelor's,Others,1,Urban,45,Single,Part-time,3,Rent,Townhouse,Female,Biking,2.7603033885871544
54,High School,Technology,0,Urban,44,Married,Full-time,1,Own,Single-family home,Female,Car,2.434186260468046
20,Master's,Finance,5,Urban,38,Single,Full-time,7,Own,Single-family home,Male,Car,2.5608473903150903
26,High School,Others,2,Rural,8,Single,Full-time,4,Rent,Single-family home,Female,Public transit,2.8339534695642588
70,Bachelor's,Others,2,Urban,35,Single,Full-time,4,Own,Apartment,Female,Biking,2.4989923017437827
35,Bachelor's,Finance,0,Urban,4,Single,Full-time,7,Rent,Single-family home,Male,Public transit,2.7007240630506244
60,High School,Education,3,Urban,14,Single,Full-time,7,Rent,Single-family home,Male,Public transit,2.4938247117518806
52,Bachelor's,Healthcare,2,Suburban,8,Married,Part-time,7,Rent,Townhouse,Female,Biking,2.514499978393483
51,Bachelor's,Education,4,Urban,24,Single,Full-time,3,Rent,Townhouse,Female,Car,2.650324994278539
58,Bachelor's,Healthcare,4,Urban,49,Single,Full-time,5,Own,Single-family home,Male,Car,2.493633688592277
31,Bachelor's,Healthcare,3,Urban,27,Married,Part-time,4,Own,Apartment,Female,Public transit,2.5017006316449097
21,High School,Technology,4,Urban,26,Married,Full-time,1,Own,Single-family home,Female,Biking,2.4918112620971358
46,Master's,Finance,5,Urban,45,Single,Part-time,6,Rent,Apartment,Male,Car,2.7297999060298332
58,Bachelor's,Healthcare,3,Urban,46,Single,Full-time,7,Own,Townhouse,Male,Public transit,2.433950009954726
62,High School,Technology,4,Urban,32,Married,Full-time,3,Own,Apartment,Female,Car,2.4970365726911705
67,Master's,Education,0,Urban,50,Single,Part-time,5,Rent,Apartment,Male,Car,2.569110127608336
32,High School,Others,4,Urban,32,Married,Self-employed,2,Own,Single-family home,Male,Biking,2.4981168072576754
45,High School,Healthcare,0,Rural,37,Single,Part-time,7,Own,Apartment,Female,Car,2.6208725239854456
59,Bachelor's,Technology,4,Suburban,7,Married,Full-time,1,Rent,Apartment,Male,Car,2.4953237658134357
33,Master's,Others,4,Urban,3,Married,Part-time,1,Rent,Single-family home,Male,Car,2.5978235234094207
29,Doctorate,Education,4,Urban,47,Married,Part-time,3,Own,Apartment,Male,Public transit,2.498406650735882
69,Master's,Finance,0,Urban,42,Single,Self-employed,7,Own,Townhouse,Female,Public transit,2.49390395753162
22,Bachelor's,Others,4,Urban,35,Married,Part-time,2,Rent,Apartment,Female,Car,2.494121459899888
51,Bachelor's,Healthcare,4,Rural,42,Married,Self-employed,1,Own,Apartment,Male,Walking,2.501169349928571
59,Bachelor's,Others,5,Urban,30,Single,Full-time,1,Rent,Apartment,Male,Walking,2.493985593614604
18,High School,Finance,1,Rural,9,Married,Full-time,7,Own,Apartment,Male,Public transit,2.70703275240344
56,Doctorate,Healthcare,0,Rural,48,Divorced,Full-time,3,Own,Apartment,Female,Car,2.4990663479880033
49,High School,Education,5,Urban,40,Single,Part-time,1,Rent,Apartment,Male,Car,2.823603690722255
43,Bachelor's,Technology,2,Urban,41,Married,Part-time,6,Own,Single-family home,Female,Public transit,2.4949535878429625
34,Master's,Others,3,Urban,7,Married,Full-time,5,Own,Townhouse,Female,Walking,2.497856409499088
65,Master's,Healthcare,1,Urban,29,Married,Full-time,2,Rent,Apartment,Female,Public transit,2.734328741361795
44,High School,Finance,5,Suburban,13,Single,Part-time,4,Rent,Single-family home,Female,Public transit,2.447494473099844
41,High School,Healthcare,5,Urban,44,Single,Part-time,4,Rent,Townhouse,Male,Walking,2.6275945997222636
52,Bachelor's,Finance,4,Urban,34,Divorced,Full-time,2,Rent,Apartment,Male,Walking,2.7565188806925383
63,Bachelor's,Technology,2,Rural,45,Married,Self-employed,6,Rent,Townhouse,Female,Public transit,2.501140099832746
59,Bachelor's,Technology,2,Rural,45,Married,Full-time,5,Rent,Apartment,Female,Walking,2.7505473245364325
56,Bachelor's,Technology,4,Urban,2,Married,Self-employed,3,Own,Townhouse,Male,Car,2.4919027882325406
43,Doctorate,Others,5,Suburban,28,Married,Full-time,3,Own,Single-family home,Female,Car,2.504001897978049
66,High School,Education,5,Urban,15,Single,Full-time,4,Own,Townhouse,Male,Public transit,2.4937379423255974
55,Bachelor's,Finance,4,Suburban,9,Single,Full-time,1,Own,Apartment,Female,Public transit,2.4959455958345913
40,Bachelor's,Healthcare,1,Urban,3,Married,Part-time,2,Rent,Apartment,Male,Car,2.7145305299861144
39,High School,Finance,0,Rural,49,Married,Full-time,5,Own,Single-family home,Female,Public transit,2.5002413674622743
21,High School,Finance,1,Urban,3,Divorced,Full-time,3,Own,Apartment,Male,Biking,2.807066587972487
66,Master's,Education,0,Urban,1,Single,Self-employed,2,Rent,Townhouse,Female,Car,2.5313479759428192
26,Master's,Finance,2,Urban,10,Married,Self-employed,1,Own,Townhouse,Female,Public transit,2.76350477996862
21,High School,Technology,3,Urban,14,Married,Full-time,4,Own,Single-family home,Male,Car,2.4982595297253103
24,Master's,Others,4,Urban,10,Married,Part-time,1,Rent,Single-family home,Female,Walking,2.502214901339177
40,High School,Healthcare,1,Suburban,22,Married,Full-time,5,Own,Townhouse,Female,Biking,2.495328624608649
19,Bachelor's,Healthcare,2,Suburban,37,Single,Part-time,6,Own,Single-family home,Female,Public transit,2.4992949722956195
66,High School,Finance,1,Suburban,49,Single,Full-time,6,Rent,Apartment,Male,Car,2.4964978239317364
41,Master's,Finance,5,Suburban,29,Single,Full-time,4,Own,Single-family home,Male,Public transit,2.5039216790374557
57,High School,Technology,0,Rural,49,Single,Part-time,1,Own,Single-family home,Female,Car,2.4980277624813203
48,Bachelor's,Others,4,Suburban,0,Single,Full-time,7,Own,Single-family home,Male,Public transit,2.494633103906058
64,Master's,Technology,5,Urban,44,Married,Full-time,7,Rent,Apartment,Female,Public transit,2.767553750284567
48,High School,Others,0,Suburban,32,Single,Self-employed,6,Rent,Single-family home,Male,Public transit,2.8081661129451514
64,Bachelor's,Technology,5,Urban,44,Married,Part-time,7,Rent,Single-family home,Male,Public transit,2.6921187459140716
57,High School,Healthcare,0,Rural,36,Divorced,Full-time,5,Rent,Single-family home,Female,Car,2.7473548166208213
65,Bachelor's,Education,0,Urban,22,Married,Full-time,6,Own,Townhouse,Male,Biking,2.492479921859111
68,Bachelor's,Others,5,Urban,48,Single,Part-time,5,Own,Apartment,Female,Public transit,2.785136922139672
60,Bachelor's,Education,2,Urban,47,Single,Self-employed,5,Rent,Single-family home,Male,Public transit,2.4948412049427167
51,Master's,Others,4,Urban,17,Married,Self-employed,2,Own,Single-family home,Male,Car,2.5034232859431427
41,Bachelor's,Finance,3,Urban,9,Single,Part-time,5,Own,Apartment,Male,Walking,2.4967342941577817
66,High School,Education,1,Rural,16,Divorced,Part-time,3,Rent,Apartment,Female,Public transit,2.7370290956884036
43,Bachelor's,Technology,0,Urban,6,Married,Part-time,5,Own,Apartment,Female,Car,2.7882793074697876
33,Master's,Technology,4,Urban,14,Married,Full-time,1,Own,Townhouse,Female,Car,2.4956607165555984
64,Doctorate,Technology,1,Urban,50,Married,Self-employed,3,Rent,Single-family home,Male,Public transit,2.7617245921109705
30,High School,Healthcare,4,Urban,26,Divorced,Full-time,4,Own,Apartment,Male,Biking,2.498446301293294
32,Bachelor's,Others,5,Urban,8,Married,Part-time,6,Rent,Apartment,Female,Car,2.4993134169541618
44,Master's,Technology,1,Urban,20,Married,Part-time,6,Rent,Single-family home,Male,Public transit,2.784373780784039
21,Master's,Others,4,Urban,36,Married,Full-time,3,Rent,Apartment,Female,Car,2.497636371088635
33,Bachelor's,Technology,3,Urban,28,Married,Full-time,1,Own,Apartment,Female,Public transit,2.4956050649260044
47,High School,Education,4,Urban,41,Single,Part-time,7,Own,Apartment,Male,Car,2.7037569642600183
61,High School,Technology,4,Suburban,44,Single,Full-time,6,Rent,Apartment,Female,Biking,2.633924685108312
47,High School,Finance,0,Urban,32,Single,Full-time,6,Rent,Single-family home,Male,Car,2.494525157460892
53,Master's,Education,0,Urban,5,Single,Part-time,4,Rent,Single-family home,Male,Public transit,2.500017865073654
20,High School,Others,0,Urban,24,Married,Self-employed,1,Rent,Single-family home,Male,Public transit,2.733916576238484
39,Bachelor's,Technology,5,Urban,34,Single,Full-time,7,Own,Townhouse,Male,Public transit,2.43232814318882
66,Bachelor's,Others,4,Urban,16,Single,Part-time,1,Rent,Single-family home,Female,Public transit,2.5009214919904816
39,Bachelor's,Others,3,Urban,43,Single,Full-time,2,Rent,Single-family home,Male,Walking,2.657108274932378
67,Bachelor's,Finance,1,Rural,26,Divorced,Part-time,2,Rent,Apartment,Female,Public transit,2.6529531935884756
67,Bachelor's,Technology,0,Urban,42,Married,Self-employed,1,Own,Apartment,Male,Public transit,2.5420799546439503
66,Bachelor's,Technology,2,Urban,39,Married,Full-time,5,Own,Single-family home,Female,Public transit,2.4970223188152842
29,High School,Finance,4,Urban,24,Married,Self-employed,2,Rent,Single-family home,Male,Car,2.493227730451772
38,Bachelor's,Technology,3,Urban,11,Married,Self-employed,7,Own,Single-family home,Female,Walking,2.4923183590583036
21,Master's,Finance,3,Urban,42,Married,Part-time,6,Own,Single-family home,Male,Public transit,2.4973589461214205
48,Doctorate,Finance,0,Urban,36,Single,Part-time,1,Rent,Apartment,Male,Public transit,2.500084072170775
61,Bachelor's,Technology,5,Rural,39,Married,Self-employed,3,Own,Apartment,Male,Public transit,2.502190491350048
48,Master's,Technology,0,Urban,43,Married,Self-employed,1,Rent,Apartment,Female,Public transit,2.4969914262516224
40,Bachelor's,Healthcare,5,Urban,37,Married,Full-time,1,Rent,Single-family home,Female,Biking,2.6910918202314718
70,Bachelor's,Healthcare,2,Suburban,40,Married,Self-employed,4,Own,Townhouse,Male,Car,2.4647947613844945
37,Doctorate,Others,2,Urban,24,Divorced,Full-time,7,Rent,Single-family home,Female,Walking,2.4994101779467988
32,Bachelor's,Finance,0,Urban,48,Married,Self-employed,2,Own,Apartment,Female,Car,2.7492537534139743
40,High School,Healthcare,1,Urban,1,Married,Full-time,4,Own,Single-family home,Male,Public transit,2.5873659138579708
45,Doctorate,Others,0,Urban,0,Married,Part-time,5,Own,Single-family home,Male,Walking,2.5008153413948615
33,Master's,Healthcare,0,Suburban,49,Single,Part-time,1,Own,Single-family home,Male,Car,2.4957694827063803
54,Bachelor's,Technology,3,Urban,2,Single,Full-time,2,Own,Apartment,Male,Car,2.597691893400812
38,Doctorate,Healthcare,0,Urban,28,Married,Part-time,2,Rent,Townhouse,Female,Public transit,2.5001935295056303
32,Bachelor's,Others,0,Suburban,13,Married,Self-employed,7,Own,Single-family home,Male,Walking,2.5033555647069847
34,Bachelor's,Others,0,Urban,44,Single,Full-time,6,Own,Townhouse,Female,Walking,2.492608423017311
67,Bachelor's,Technology,1,Urban,33,Married,Full-time,2,Own,Apartment,Male,Car,2.4938891052168266
54,High School,Education,3,Urban,21,Married,Part-time,1,Rent,Apartment,Female,Public transit,2.6837312449967254
30,Bachelor's,Technology,4,Suburban,35,Married,Part-time,1,Rent,Apartment,Female,Biking,2.5167408207997966
